1.20286137,1.198075556,1.173693279,1.15783302,1.141552683,1.110096292,1.108100264,1.108130131,1.109582182,1.1095032,1.109301391,1.10929525,1.107486237,1.106888254,1.106928879,1.106698524,1.10625572,1.106089832,1.19764693,1.193706958,1.192725186,1.191743045,1.171576062,1.166887379,1.164493852,1.102315171,1.091468983,1.057336926,1.034286266,1.017673113,1.001638143,0.998725011,1
1.1769104,1.172142906,1.148264564,1.133794796,1.118656129,1.089531058,1.087297715,1.078357472,1.073867587,1.069922026,1.069419172,1.068906345,1.067662032,1.067930032,1.068372133,1.068908563,1.070086164,1.070726228,1.171698408,1.17077933,1.170743597,1.17156274,1.144870504,1.138150607,1.134335502,1.083235677,1.07461528,1.048076727,1.027859614,1.013888289,0.999564823,0.997561822,1
1.146886925,1.141945072,1.117272302,1.101487941,1.085515568,1.054371717,1.048806005,1.027345694,1.016999269,1.006857848,1.005208658,1.002567601,0.991771542,0.987761678,0.985120122,0.982489044,0.979311677,0.978884606,1.141465308,1.137988196,1.137164902,1.135722065,1.114486771,1.108439749,1.105134847,1.049127105,1.041759191,1.022053853,1.009183794,0.998915289,0.994694569,0.995650152,1
1.16043801,1.155525641,1.130702779,1.114677689,1.098734051,1.067862688,1.063756683,1.04975025,1.042890191,1.035705451,1.034700069,1.0328764,1.025613772,1.023145162,1.020708988,1.018927155,1.017400932,1.016362396,1.155101332,1.152450178,1.152179806,1.151653265,1.128014691,1.12342064,1.12106929,1.061768201,1.053295697,1.031452908,1.015986585,1.004074391,0.995399465,0.995369155,1
1.163432737,1.158455391,1.133678001,1.118232537,1.102871106,1.074212258,1.072195782,1.063263317,1.05851106,1.053849744,1.053174747,1.0519467,1.047531993,1.046098744,1.044932561,1.043966938,1.042198328,1.041195833,1.158119277,1.15627795,1.156000659,1.155873754,1.130428334,1.124347609,1.121885273,1.067666906,1.058950888,1.034045363,1.017817725,1.005098892,0.995720047,0.995200754,1
1.174027591,1.169182764,1.144569972,1.128742105,1.113007639,1.08173474,1.078431726,1.065264791,1.058943129,1.054462299,1.053796003,1.052965689,1.049946794,1.049286411,1.049069883,1.0490282,1.050675868,1.051116339,1.168907091,1.16623004,1.165738651,1.164798645,1.141932086,1.136930255,1.13531005,1.075350285,1.066758241,1.040430962,1.022011073,1.008804441,0.997713497,0.996648961,1
1.163143297,1.158302548,1.133525046,1.11849636,1.10307525,1.072461206,1.06933545,1.058900142,1.055528038,1.052672733,1.052159666,1.05107791,1.046894961,1.044806547,1.043614372,1.041742691,1.039827922,1.038631413,1.158007039,1.154992705,1.154338563,1.15355138,1.129536067,1.122819526,1.119934401,1.066386586,1.058096583,1.034405398,1.018424264,1.006116055,0.997521413,0.996538805,1
1.175353127,1.170529476,1.146222189,1.130687448,1.11499399,1.083553214,1.080371847,1.06824784,1.062338188,1.056936643,1.056128507,1.054502481,1.046615282,1.041821197,1.038608002,1.036291926,1.031924067,1.030968252,1.170154807,1.167755396,1.167496236,1.167375425,1.144083135,1.139620818,1.137418249,1.07696124,1.068052417,1.041917845,1.023194767,1.010187871,0.999259097,0.997919369,1
1.175232397,1.17037599,1.146261923,1.131159693,1.115900043,1.08600433,1.083837388,1.074288314,1.070369621,1.068188986,1.067729855,1.066961993,1.06341236,1.060883137,1.059526871,1.058333476,1.058218248,1.05820752,1.169739758,1.164916723,1.163916728,1.163343078,1.142687005,1.136651918,1.133978883,1.07973921,1.071142016,1.043860963,1.025440779,1.012004374,0.999886393,0.998238319,1
1.171855672,1.166930958,1.142110482,1.126226002,1.110011972,1.07772432,1.071189935,1.056698488,1.048968509,1.042141345,1.041545864,1.040298676,1.033723417,1.030698289,1.02912615,1.0281389,1.026003702,1.025035648,1.166443954,1.163566122,1.162738213,1.162334342,1.139184105,1.133409271,1.130977519,1.070912474,1.061185825,1.033487368,1.015165986,1.000861859,0.992523749,0.993220201,1
1.161490479,1.156443731,1.132954905,1.118524184,1.104191707,1.077115145,1.074103177,1.068683891,1.066684701,1.064638799,1.064492572,1.064210675,1.061785624,1.059602312,1.058431004,1.056938622,1.053539088,1.052553618,1.155545397,1.149492847,1.148139664,1.146676884,1.129815947,1.123452375,1.120092943,1.070754849,1.062021097,1.037261393,1.019963701,1.007225574,0.997258793,0.996583689,1
1.155966335,1.151087012,1.12648759,1.111158262,1.095813892,1.06571412,1.060678116,1.037311438,1.027211849,1.017807707,1.01657218,1.014617399,1.006511294,1.002999605,0.999933405,0.996852844,0.991830585,0.991113271,1.15087974,1.151086645,1.151239562,1.151380839,1.122637113,1.115866656,1.113205916,1.060874499,1.053884264,1.032408336,1.01757052,1.006548212,0.997494962,0.996796438,1
1.154170462,1.149241691,1.125358146,1.110058549,1.094592095,1.064616739,1.061561693,1.049583034,1.042618004,1.035423292,1.034498849,1.032867918,1.02709914,1.02436248,1.022658597,1.021309348,1.018956724,1.018305698,1.148370177,1.14121429,1.139974777,1.139846482,1.12216099,1.116639228,1.113869017,1.058390239,1.050143533,1.027475136,1.011791058,0.999736125,0.992964519,0.993730134,1
1.149508504,1.144410749,1.118771489,1.103371235,1.087849708,1.058570118,1.054956784,1.038721667,1.030830524,1.023768116,1.022784035,1.021138794,1.014468047,1.011439224,1.009575245,1.007546078,1.0041819,1.002892567,1.143978887,1.14308172,1.143534942,1.143229803,1.114591389,1.106460652,1.102649128,1.05326592,1.046050878,1.025897928,1.012873455,1.002363056,0.995401627,0.995689824,1
1.217416842,1.212613368,1.187309245,1.171164005,1.155073158,1.12174817,1.119913259,1.112895063,1.11084093,1.108074724,1.107696697,1.107290916,1.105648111,1.104772906,1.104617373,1.104249332,1.10580376,1.105610093,1.212584631,1.212586438,1.213228094,1.214546765,1.184017535,1.178453598,1.176210447,1.11467211,1.104846156,1.071574713,1.04657086,1.030811903,1.008928503,1.003387512,1
1.195277082,1.19049148,1.167369111,1.152540169,1.137325082,1.107071168,1.106310704,1.098558091,1.09514743,1.090859806,1.090199106,1.088777777,1.086440985,1.08670921,1.086875594,1.086786827,1.087555526,1.087323574,1.189717151,1.185529948,1.184515608,1.183704583,1.164485557,1.160856296,1.159765091,1.100446107,1.091221993,1.061084065,1.03930336,1.02431154,1.005957223,1.001627463,1
1.163770863,1.158789356,1.135171896,1.119833612,1.104280815,1.074795798,1.071285328,1.061102704,1.055341923,1.050450838,1.049940775,1.049138171,1.045324552,1.044232887,1.043356041,1.042587706,1.043601601,1.043402427,1.157749385,1.150253476,1.148791634,1.147038852,1.132882306,1.128602597,1.12608694,1.068221076,1.059237709,1.033754765,1.01794486,1.005173216,0.996201201,0.995776785,1
1.216779355,1.212055552,1.187512409,1.171307571,1.154647354,1.120683977,1.118703841,1.111549115,1.109584766,1.107558795,1.107172842,1.106347043,1.102886832,1.101733208,1.10062539,1.100310188,1.099773063,1.099482363,1.211832755,1.210970966,1.211000646,1.210335991,1.184873193,1.180162955,1.177218019,1.113255968,1.102757986,1.068409312,1.042817167,1.026260214,1.005872889,1.00131295,1
1.171202704,1.166372976,1.142188333,1.126956726,1.111579441,1.080965824,1.077401159,1.061876328,1.054457971,1.047829451,1.046911955,1.045276383,1.039315194,1.036304459,1.034748452,1.032705364,1.030265028,1.029867565,1.166029181,1.162823038,1.161699665,1.160777153,1.13895087,1.132580222,1.129938619,1.075447217,1.068068377,1.045841049,1.029341157,1.017352509,1.003456899,1.000300978,1
1.230607391,1.225890266,1.201244483,1.185108034,1.168648661,1.135625656,1.134316105,1.130001007,1.12853742,1.126332196,1.126060121,1.125503194,1.122789636,1.121327784,1.120346007,1.119458516,1.11940579,1.119369534,1.225838179,1.226335163,1.226475002,1.226523282,1.1986907,1.193385728,1.190812327,1.127652859,1.116372836,1.078411519,1.050766518,1.032630835,1.00908278,1.003212698,1
1.167724085,1.162855537,1.139348337,1.124815753,1.110338411,1.081924309,1.078973798,1.064805165,1.057724897,1.052113408,1.051219987,1.049472599,1.041465154,1.038426813,1.035909679,1.032440554,1.026402716,1.02475235,1.162250186,1.159256245,1.158604232,1.158059606,1.135922435,1.12941998,1.126268889,1.076309596,1.068492368,1.044813462,1.027011367,1.014106449,1.001505776,0.99916836,1
1.182174435,1.17735313,1.153583996,1.138314324,1.122674484,1.091710167,1.089256711,1.079452271,1.073976852,1.068156459,1.067235518,1.065616481,1.057930426,1.055114743,1.054283177,1.05423411,1.053579944,1.053631051,1.176757706,1.173535629,1.172774771,1.172336149,1.150976971,1.145986462,1.144307087,1.085091702,1.075931115,1.047877589,1.029070177,1.016044848,1.002013094,0.999275924,1
1.154268284,1.149218249,1.123460551,1.107423181,1.091380933,1.059485369,1.05421907,1.032694333,1.022023599,1.01181889,1.010247217,1.007629753,0.997868988,0.994762106,0.992619948,0.990102836,0.98839796,0.98787919,1.148632497,1.145262515,1.144563118,1.144007378,1.119948744,1.11309645,1.110281603,1.054221865,1.047127013,1.026785595,1.013515361,1.003621013,0.996867982,0.996542044,1
1.181585782,1.176684726,1.149634956,1.132298284,1.115159059,1.081058567,1.075924045,1.057540663,1.049107834,1.041769225,1.040606718,1.038578171,1.029797914,1.027049175,1.025680273,1.024421853,1.02477085,1.024709937,1.177042415,1.178804983,1.178513972,1.177570072,1.14609025,1.140111877,1.137173933,1.074725003,1.065900544,1.039499049,1.020959806,1.007544993,0.996644922,0.995986012,1
